,probability
209,0.020208777410489456
210,0.3645574077150769
211,0.36039223134486126
212,0.4160058383098758
213,0.058634719970853434
214,0.21297382169665643
215,0.10306694843004799
216,0.14021064224477342
217,0.025634830703200863
218,0.14394333426805145
219,0.49723182138479655
220,0.10096853732467806
221,0.2703395129068891
222,0.10536039641504624
223,0.30538485295824686
224,0.02075128922775602
225,0.11087396696331639
226,0.13103564443897214
227,0.2300806151044325
228,0.008111999303485396
229,0.2790845520421749
230,0.004235957644620999
231,0.2435005161851637
232,0.017630050015746454
233,0.01863282714018008
234,0.041405253577181375
235,0.183634453830937
236,0.18145988962560353
237,0.27765846905186964
238,0.04832403415946117
239,0.47554958788622564
240,0.22306562324428258
241,0.5565291166058774
242,0.13052004326169378
243,0.06053394706683374
244,0.18806517671503253
245,0.23193708117263018
246,0.12493443276058218
247,0.24235255565965635
248,0.3110841845888959
249,0.0010871766029246343
250,0.4854953696586823
251,0.019540543718198824
252,0.23040383725208538
253,0.11202974907182014
254,0.41527932509892074
255,0.3178579946291131
256,0.49006630310076527
257,0.17587133110339498
258,0.0035156928437416243
259,0.35303731542333344
260,0.20117809750773
261,0.03632558899025156
262,0.7075073489516487
263,0.4855998456573516
264,0.1467350045424734
265,0.6588234052071209
266,0.023272115679171174
267,0.03797045922578493
268,0.09872027184001587
269,0.1245819426221306
270,0.12328401936766872
271,0.33584301080492174
272,0.19130860500154545
273,0.06657522033309617
274,0.14292235307157689
275,0.33163426609475505
276,0.21459793458328405
277,0.27165749204040857
278,0.06813008005270657
279,0.14407183192624384
280,0.2545316221264327
281,0.31422530615692107
282,0.001942085692085692
283,0.46119268875512676
284,0.039368095229502346
285,0.1888008771412332
286,0.17909990462021294
287,0.3450068029323474
288,0.0003333333333333333
289,0.30928754906089173
290,0.2913829057267727
291,0.33947574191331986
292,0.15070815336968627
293,0.005672036458864441
294,0.17865544813992634
295,0.42244912467435225
296,0.11461849715571831
297,0.42528982639116836
298,0.1349919213667368
299,0.057452907802246725
300,0.18941322252213438
301,0.06148097465058041
302,0.27196614346647874
303,0.08128219907944055
304,0.041376460400199176
305,0.11026804836438761
306,0.0679700856479102
307,0.1261965628392965
308,0.38470038569422826
309,0.10429112960962196
310,0.03879954834057797
311,0.16641267948955735
312,0.07472851707021018
313,0.19590550119845085
314,0.1108043241144188
315,0.13039143640241796
316,0.09020410744884534
317,0.023256345062254498
318,0.0
319,0.24990929556891647
320,0.0
321,0.25763250947214855
322,0.0
323,0.11993137456310637
324,0.5756985062013326
325,0.15859327327339295
326,0.0011111111111111111
327,0.2077639544580138
328,0.09339035923544345
329,0.1344340897608892
330,0.4971363074455928
331,0.006897136197136198
332,0.10477689530993552
333,0.19736107985900858
334,0.23124597855574658
335,0.015019156604832398
336,0.00905494796464456
337,0.18247144995860598
338,0.5253524421435899
339,0.18236543073067704
340,0.10107073636079633
341,0.03742378577252929
342,0.23068406591869522
343,0.017810204238669275
344,0.2006448429904133
345,0.10731230829663481
346,0.06501499181567362
347,0.10702390900095368
348,0.001160672083479644
349,0.21709623531545844
350,0.4061092592934303
351,0.07223175259381143
352,0.14785678146225772
353,0.22690034698036238
354,0.08245576435877429
355,0.34398317397051
356,0.11827898184926898
357,0.026881295838124198
358,0.0003824704378395654
359,0.2499546329827928
360,0.24745773833777598
361,0.24135586735767464
362,0.23336430682281908
363,0.0331679345340446
364,0.32497085948367105
365,0.0291500089308973
366,0.0012897372742200328
367,0.2003796995438031
368,0.037042816407025385
369,0.0002451697249988825
370,0.34935511334529956
371,0.04832723800470475
372,0.28787927361572974
373,0.00943274056743433
374,0.48303644652693734
375,0.46300650755312056
376,0.4257886096457414
377,0.3112948132193098
378,0.6048801396039568
379,0.5112031082000766
380,0.4910950006838049
381,0.3611760349454896
382,0.3655741215274143
383,0.29709074727704154
384,0.4257886096457414
385,0.086787261940473
386,0.17171073110043578
387,0.26329994221701386
388,0.0
389,0.41307828260435914
390,0.0
391,0.14018207249364878
392,0.2886305458473661
393,0.3135174874660942
394,0.4170453846610335
395,0.011395807475280349
396,0.4861895517643398
397,0.0
398,0.4854953696586823
399,0.0665206782164801
400,0.21568261857501023
401,0.2396712282257239
402,0.29010699864938705
403,0.24610181992158456
404,0.22778629712647397
405,0.16034228056534217
406,0.2718611438206796
407,0.43657676054472877
408,0.13216206407999528
409,0.2578299055924821
410,0.4619901685875769
411,0.18000381553047518
412,0.002713030857889034
413,0.5537015707123338
414,0.28929326415501183
415,0.045860339305546796
416,0.1439911279711393
417,0.12677810121098781
418,0.20642270436524163
419,0.06227967718185212
420,0.03270546307678308
421,0.43124116149587205
422,0.31221578123877
423,0.07775898577336919
424,0.03673441273996639
425,0.019229821698339235
426,0.09260247115802292
427,0.2506335681866819
428,0.520955998383565
429,0.00033616045290334564
430,0.21601995091079823
431,0.05305179773192421
432,0.2154595888094509
433,0.13899094704288434
434,0.2917003037770014
435,0.23826488230731313
436,0.42914826094522684
437,0.207390870505069
438,0.005843722943722943
439,0.4569298644847609
440,0.06669774692856134
441,0.1291836038087763
442,0.0
443,0.08574340151050257
444,0.24806649970889247
445,0.2656247364698238
446,0.11347375342565467
447,0.2797396671013309
448,0.02160368162970855
449,0.20134210257649202
450,0.18434238217853613
451,0.32646076686377246
452,0.20495330861086958
453,0.15270815627935092
454,0.23009161042117474
455,0.009405678147523659
456,0.8115248069299924
457,0.1389704180525674
458,0.4405668543517081
459,0.43817418047109014
460,0.3247545509463938
461,0.46468904811115164
462,0.3070683659834575
463,0.05883660207416863
464,0.25114636283951763
465,0.00866910246616129
466,0.18232969923927841
467,0.5333623065670123
468,0.2562154691633863
469,0.3549421875989931
470,0.20751795085114744
471,0.32259882867219153
472,0.08221207454588492
473,0.04008579825121457
474,0.10277022880346988
475,0.2648715282299443
476,0.09917726933706215
477,0.02605445650511533
478,0.015555591912821992
479,0.025492337392022987
480,0.014269585969585968
481,0.1805511569083759
482,0.21086592970069462
483,0.1258807559335101
484,0.25375077956177605
485,0.43923926175915706
486,0.43817418047109014
487,0.43817418047109014
488,0.11264359441728619
489,0.46300650755312056
490,0.12552591215170517
491,0.031637304702659456
492,0.18145988962560353
493,0.4176830182354107
494,0.08593223300681839
495,0.04091323959087316
496,0.14266016182479951
497,0.0013641025808252862
498,0.19760744927362714
499,0.1639993625754608
500,0.5344289291206855
501,0.09113510738538991
502,0.24839709064520613
503,0.15686550723366974
504,0.20341799946938918
505,0.00010727969348659004
506,0.4111307338928322
507,0.25014121406227935
508,0.10635877520076227
509,0.37380378416435484
510,0.06369543908129768
511,0.10953900341726759
512,0.043220518723109565
513,0.15801630818948775
514,0.36433959970776536
515,0.00029249394673123486
516,0.043801647158053784
517,0.11219673523044878
518,0.0818733627854887
519,0.0008395604395604395
520,0.09033040158464029
521,0.1850344729996357
522,0.2591143299649097
523,0.11630163795210809
524,0.2192037599004813
525,0.32330338088291444
526,0.020978277159733296
527,0.0732168847923852
528,0.10567667140585192
529,0.3869316509391859
530,0.29084967455314215
531,0.015097758310005677
532,0.00044861001416093236
533,0.2674762142519416
534,0.17044299739694296
535,0.2978579424534094
536,0.1379567207683609
537,0.0006140593545035392
538,0.5784128803353847
539,0.13883175321512783
540,0.4817031291067156
541,0.007029848868061982
542,0.355628856618313
543,0.17703177448576055
544,0.22787038132312437
545,0.10066565771303228
546,0.16148034465311348
547,0.28246039318163935
548,0.018991780054694863
549,0.17070979119966745
550,0.33369698022165334
551,0.4257886096457414
552,0.3146731582224554
553,0.02190604673104673
554,0.23208715301971566
555,0.07690862861465948
556,0.026852504801407794
557,0.07534955086129713
558,0.007463954403084837
559,0.23245690355771398
560,0.2922854517196978
561,0.3482337918586532
562,0.4616281683707415
563,0.0024288968635557137
564,0.06569122322099931
565,0.13796627592987343
566,0.1728111527210791
567,0.03130385096513279
568,0.25117389246460453
569,0.0022359576446209996
570,0.3407143361068596
571,0.13561707089705757
572,0.005939169894433052
573,0.14245410572251652
574,0.058588463488740944
575,0.19798888166507078
576,0.31052283045316464
577,0.03517494151740523
578,0.2535101638678507
579,0.03588076149415709
580,0.19512178658234097
581,0.22910813654383258
582,0.10444265115648349
583,0.07382057713725802
584,0.2600195457820716
585,0.37021178957848444
586,0.558517185230781
587,0.23527299364959234
588,0.15577989737847284
589,0.5068359660614801
590,0.0869185909897744
591,0.09285297960692017
592,0.738576828647803
593,0.2731600914548107
594,0.12922044077830822
595,0.21239668994097738
596,0.2421522628725252
597,0.5530436269086562
598,0.563677418331014
599,0.22815911651164594
600,0.01009976692639254
601,0.2599188513439358
602,0.26685089701825704
603,0.2580102602725329
604,0.47232781608390023
605,0.4017890200421209
606,0.0662109533334236
607,0.0
608,0.32982810487653597
609,0.18472756344884395
610,0.23021116076591813
611,0.2758774067213699
612,0.3285011772815616
613,0.05088223909191906
614,0.36125218250915453
615,0.03510546830305745
616,7.80124678879992e-05
617,0.15312030706628876
618,0.16513477355990142
619,0.27363537614338324
620,0.27557736087197504
621,0.010835114516932665
622,0.27485207592037225
623,0.01856781937405085
624,0.06259718903119021
625,0.34882013394946876
626,0.33802097124552377
627,0.02811222908743512
628,0.21530084691402637
629,0.30282737320332154
630,0.10257591102152164
631,0.2541651349315411
632,0.19626305345780537
633,0.11876666666666666
634,0.3112948132193098
635,0.010831380578491505
636,0.4711057050541224
637,0.001380952380952381
638,0.4116182757760014
639,0.016720384166072105
640,0.04886370351292136
641,0.0835912085063052
642,0.14017133293726777
643,0.0
644,0.016929653679653683
645,0.0022530020703933748
646,0.005494381787802841
647,0.1302440339204739
648,0.02277399807390858
649,0.49110657183290474
650,0.41170739181847077
651,0.05437280143754483
652,0.2139062628640457
653,0.05820524500624141
654,0.49835635657665434
655,0.020066927755465664
656,0.24668161506284209
657,0.1518594795432033
658,0.3057686126474062
659,0.10040620574700954
660,0.27646557977923775
661,0.6328038314780673
662,0.10770904234955421
663,0.5040806669611609
664,0.011623702623234103
665,0.10047709213970138
666,0.18603465823826096
667,0.12291343329366004
668,0.3359111569993256
669,0.03884348705945891
670,0.46051369383695895
671,0.011065887200727324
672,0.2646712676859997
673,0.4377921558988243
674,0.3182056416059431
675,0.07504457407575962
676,0.05821739026155329
677,2.649006622516556e-05
678,0.43540074889847746
679,0.6450508085184442
680,0.35032826960949304
681,0.16066259856578968
682,0.14746128799392125
683,0.19101344441254178
684,0.12412863804394299
685,0.013423694755781835
686,0.16419963528410572
687,0.12152463510663696
688,0.2273809882131186
689,0.10085165072138047
690,0.1502779631915333
691,0.11851730755311372
692,0.10397107836063257
693,0.1139034760578967
694,0.1794569360198945
695,0.34327871290730055
696,0.12495640516774675
697,0.20256977306239438
698,0.041990350431442613
699,0.050133289405018995
700,0.2927830320999888
701,0.34454037913607644
702,0.13972308172481882
703,0.3352768032716865
704,0.17680312636350998
705,0.10955502564377907
706,0.05443034366779261
707,0.2868577738473425
708,0.2785825580021676
709,0.3638595989038432
710,0.4257886096457414
711,0.29676307397692214
712,0.2353805317314643
713,0.10877746542448277
714,0.27808288453252034
715,0.14045536129378633
716,0.33105183188961484
717,0.33413490814093083
718,0.14265196474167083
719,0.5455368926004833
720,0.3580046048909742
721,0.1688940132004282
722,0.0867786871588488
723,0.14490387561617069
724,0.17108612939348253
725,0.4809745352903812
726,0.36890167742237273
727,0.14220226346052164
728,0.027763774163060438
729,0.0012666666666666666
730,0.0013971196122869681
731,0.5299828894674087
732,0.20152415990252515
733,0.304127870777361
734,0.03221790595025889
735,0.2892560616961562
736,0.1063519828461386
737,0.3586466410882827
738,0.0647926485135228
739,0.22840595250785783
740,0.062037818476627614
741,0.44555537315156163
742,0.1563775423682038
743,0.09792230635244989
744,0.10112248800247353
745,0.06123195911278414
746,0.00014080459770114941
747,0.4257886096457414
748,0.190739660169106
749,0.40135784597421126
750,0.20147973748860695
751,0.0488064824064824
752,0.1408169228668656
753,0.38255398188858497
754,0.06848923588925888
755,0.03033690408034006
756,0.24171299587235426
757,0.15005548102912156
758,0.581284738280886
759,0.1733577602312887
760,0.23662972391243883
761,0.19661491911141518
762,0.3074097058869866
763,0.5234587915544057
764,0.03861277096666004
765,0.10153680268682888
766,0.004189144189144189
767,0.10056688592938819
768,0.057904209761389776
769,0.3329164454529704
770,0.2520317226825127
771,0.0022580982457360167
772,0.3112948132193098
773,0.2848772571684318
774,0.027363061666959267
775,0.2049779116172207
776,0.19858153854824798
777,0.1288034934097399
778,0.15519971065274607
779,0.29569079498219447
780,0.35838639232151104
781,0.22604920296305597
782,0.3615140908428853
783,0.008847683688860162
784,0.3112948132193098
785,0.1034307947237594
786,0.37569318279774777
787,0.07777440200399628
788,0.005061310671278734
789,0.17004027059342652
790,0.6284261036033035
791,0.11496827403498476
792,0.10204145185342342
793,0.15394564573485933
794,0.015057808001096287
795,0.16022305807600565
796,0.13140147501571212
797,0.24642374697178304
798,0.23906523139658542
799,0.5157677141394371
800,0.21041406030044502
801,0.4463593979953668
802,0.09227982262952988
803,0.36367484042377507
804,0.2547017846329154
805,0.41309955831859185
806,0.5952934877400833
807,0.33939587205716076
808,0.1263663279411654
809,0.07142853886062575
810,0.004535067262319995
811,0.15442294458741856
812,0.058541090812707065
813,0.18409305488712524
814,0.2585741527220629
815,0.0978070075417344
816,0.3355384904432619
817,0.2659543602358833
818,0.6224201475178034
819,0.3437854545880764
820,0.3112948132193098
821,0.0923141911336393
822,0.3704310023050271
823,0.17659499338091147
824,0.1995347765944115
825,0.07574775655233626
826,0.15292620331447404
827,0.3273722139633967
828,0.341032349516014
829,0.09407258226231
830,0.0073021904730038705
831,0.14708665579476024
832,0.0780187943249234
833,0.14133077665807348
834,0.008637735849056603
835,0.045525189347028046
836,0.245623063611168
837,0.5217822331328217
838,0.17129652544977797
839,0.3583473016697352
840,0.08309833896274937
841,0.4603438365957374
842,0.2456928314808298
843,0.062205902558676474
844,0.11864272268120066
845,0.1496723513046265
846,0.0021070811744386877
847,0.24274898962038274
848,0.45432225708882956
849,0.20387617788835885
850,0.13923454834044338
851,0.09862266847881834
852,0.019292298257298255
853,0.46300650755312056
854,0.07901866267505085
855,0.20141516063334947
856,0.10245374563699385
857,0.04051063693614892
858,0.07659371636024602
859,0.35461089044857963
860,0.41945920628357464
861,0.36875325886916144
862,0.1991155351579226
863,0.38564818773941234
864,0.013272799096328508
865,0.0013333333333333333
866,0.260634500703328
867,0.03695618649496358
868,0.46662777961543606
869,0.1742025320715799
870,0.060408162209232924
871,0.055364476739109714
872,0.11291040838590746
873,0.23496116420749333
874,0.4854953696586823
875,0.47117204116132805
876,0.2912239447559513
877,0.3035133139582566
878,0.34514063018129465
879,0.07022028867185279
880,0.38801650848986163
881,0.27113738936969417
882,0.41974122629800836
883,0.5025509303187674
884,0.3285596627945642
885,0.3152631769137664
886,0.1789147961846387
887,0.11948109593566938
888,0.4377889296696805
889,0.271661733723478
890,0.08010959024746442
891,0.22202759137017092
892,0.4387981177481745
893,0.5388060015012471
894,0.40080554935244783
895,0.18935120958607643
896,0.18944212270794036
897,0.058460414540737735
898,0.1168171022943372
899,0.22328616585905897
900,0.051184932172364965
901,0.3896586204101197
902,0.24440019457429799
903,0.13823483572595344
904,0.018961254681803513
905,0.08875829074915059
906,0.3063899669513188
907,0.3891903151315821
908,0.07051577655416248
909,0.10241966084808572
910,0.16077583768292703
911,0.015659793749518886
912,0.02041411892735792
913,0.20927492669979247
914,0.24205657090635657
915,0.216850068946893
916,0.23168768988447114
917,0.02104644868938983
918,0.19303184188427525
919,0.1609711341352101
920,0.18745690300386844
921,0.15980367041481058
922,0.017309361126280502
923,0.23741418326494218
924,0.21123072042481897
925,0.4234262510790522
926,0.43817418047109014
927,0.39277540019276064
928,0.17935395675377488
929,0.16354242808774128
930,0.43817418047109014
931,0.32267914748624305
932,0.25943931112605473
933,0.19857129477640678
934,0.18301398192133864
935,0.2708798780699741
936,0.05355704782732518
937,0.4173369824284164
938,0.19229291659106695
939,0.3237220963593923
940,0.14515831024154852
941,0.04336703481246361
942,0.07549392978645383
943,0.1266771914234667
944,0.11163919748861587
945,0.028869196055516803
946,0.22628189692284864
947,0.059440875259109925
948,0.11741325678519889
949,0.0864489523640775
950,0.33350326157484533
951,0.019466669441669436
952,0.20803357621958526
953,0.26555393279142586
954,0.010060654047352114
955,0.02620073841478
956,0.30111015283341513
957,0.21884896949475677
958,0.06353069565156995
959,0.43136095453205114
960,0.0858500655227867
961,0.08573021649180414
962,0.14682197166956115
963,0.010268796495516456
964,0.23290539108350305
965,0.21021218876736594
966,0.04063256958681198
967,0.4048271101377687
968,0.16798013360419553
969,0.061485985243603034
970,0.006997926021897377
971,0.21920849513822951
972,0.24848961356437801
973,0.3112948132193098
974,0.35464314120549867
975,0.00441806981604197
976,0.10033016382819801
977,0.21459096772840278
978,0.24784207152527474
979,0.46061237128660043
980,0.1469515073078663
981,0.024946955020316117
982,0.22802932183880584
983,0.06033801531496553
984,0.03953217736106286
985,0.3299293993301485
986,0.12188256891752573
987,0.14318477274482497
988,0.21326652624063652
989,0.00357307924984876
990,0.544442717153038
991,0.1052276811204086
992,0.07165919100905604
993,0.0010166167166167166
994,0.23677819478295234
995,0.118778352366319
996,0.34030097589626673
997,0.026694153276816457
998,0.11941436321377297
999,0.21953808546264034
1000,0.1376020582599727
1001,0.04561241962868438
1002,0.20448175897479104
1003,0.12573724217032672
1004,0.05954747124742538
1005,0.00964780578898226
1006,0.0026498828288169926
1007,0.4545889393368213
1008,0.43340206938511716
1009,0.2781939952512289
1010,0.06853361099319268
1011,0.015057808001096287
1012,0.23882305719526867
1013,0.14544134653689347
1014,0.05209876054810223
1015,0.38206852236762046
1016,0.10864079920392451
1017,0.05477437785960421
1018,0.3130680757218713
1019,0.2019463961999554
1020,0.18406746762009923
1021,0.07288161142257282
1022,0.0
1023,0.09080360890987897
1024,0.08183155870121495
1025,0.11760153123752928
1026,0.1548806250575503
1027,0.07516685782698901
1028,0.38926839900813265
1029,0.22639159101625977
1030,0.11365220519657378
1031,0.48649202018022575
1032,0.14173720851147575
1033,0.09884093826122849
1034,0.1671866296185511
1035,0.5238574815652199
1036,0.04162299242639625
1037,0.021000657675657678
1038,0.12156403124171065
1039,0.00017337442888463114
1040,0.1076581811747273
1041,0.14903353909392392
1042,0.08977595431706689
1043,0.011556522334921906
1044,0.021281816016800528
1045,0.09066704102636299
1046,0.14402581349190402
1047,0.0
1048,0.0018200783691398213
1049,0.5067103211386979
1050,0.08657988550930687
1051,0.24736344423066572
1052,0.17151904748679786
1053,0.09786945275244954
1054,0.27887062881992414
1055,0.1341836676320424
1056,0.7625784780557039
1057,0.07381509773501409
1058,0.11107305465564687
1059,0.07472912977370134
1060,0.15620182048836015
1061,0.14340540424779746
1062,0.2985815013652089
1063,0.2921507137263185
1064,0.021942430851735195
1065,0.3073047514724191
1066,0.21136763406295195
1067,0.11767409877156386
1068,0.029969751843456842
1069,0.4171275888750396
1070,0.07136766260523081
1071,0.021743266537384183
1072,0.12511771560832402
1073,0.2395574400322051
1074,0.46679775563204856
1075,0.5427366452838074
1076,0.005077450035344772
1077,0.07102171719381217
1078,0.1276829413762277
1079,0.43414662683727284
1080,0.49093779317790726
1081,0.3252281283720633
1082,0.2229492050204422
1083,0.03270934123429814
1084,0.05501371731250971
1085,0.3024741243041303
1086,0.3227395467642337
1087,0.39424522119470845
1088,0.31000676247793235
1089,0.3606347248209255
1090,0.1945188845559982
1091,0.007859737411734647
1092,0.24886751936607562
1093,0.1874609613629221
1094,0.4153662687832151
1095,0.07261191001785233
1096,0.15378810090089096
1097,0.020293548277645915
1098,0.1247706437384397
1099,0.3028718075438864
1100,0.11383745476385056
1101,0.4319354029729972
1102,0.1863591464552712
1103,0.0843796450372299
1104,0.025429337405768426
1105,0.015104806791823192
1106,0.37463769846328504
1107,0.12035014266059588
1108,0.09578518201390523
1109,0.3630810288515824
1110,0.08935401574237097
1111,0.2918337102873489
1112,0.329572974050851
1113,0.18755550243603153
1114,0.014724765848737203
1115,0.08178469156417492
1116,0.3179805056218439
1117,0.32553170567345685
1118,0.01995373524726916
1119,0.3659907172191604
1120,0.0024039118336278203
1121,0.03349727550554749
1122,0.1785629932720579
1123,0.6595933032353075
1124,0.17482164760735658
1125,0.2299780204504489
1126,0.013001370533661892
1127,0.21059382373191418
1128,0.2739518835739426
1129,0.014802829347263556
1130,0.45994474554263337
1131,0.0840723039938364
1132,0.003930267182263494
1133,0.3260318452150682
1134,0.19869644922959065
1135,0.4257886096457414
1136,0.027541256992095395
1137,0.03494205644597339
1138,0.00880848440161134
1139,0.16001034636901623
1140,0.39573454022884336
1141,0.502855407417972
1142,0.0012418300653594771
1143,0.14295418398024592
1144,0.9235323021615285
1145,0.010199475223617862
1146,0.09787251453942382
1147,0.2253720878450257
1148,0.18930189518651772
1149,0.012786586650363741
1150,0.029840594834052537
1151,0.00035394547763550606
1152,0.41772584640829064
1153,0.0
1154,0.07224975570731659
1155,0.32797728498700385
1156,0.2848123653540472
1157,0.15477968423163493
1158,0.4746661183576586
1159,0.002404642068042039
1160,0.2336280378574938
1161,0.15776870877184399
1162,0.23620044161258275
1163,0.21040811020792358
1164,0.13530416562024575
1165,0.4642653770982099
1166,0.3112948132193098
1167,0.026981409656758316
1168,0.050910889957143206
1169,0.23863761739270717
1170,0.0002451697249988825
1171,0.03269182275849772
1172,0.05345997277928757
1173,0.2187298655790244
1174,0.148976646096894
1175,0.0013459784559258967
1176,0.14278336063215158
1177,0.1585890720699827
1178,0.0017807260211702058
1179,0.12983071458619358
1180,0.17612610042976123
1181,0.3169557255722958
1182,0.1788185548603952
1183,0.17113493040150723
1184,0.20885605730841977
1185,0.0340820183506877
1186,0.0003207645144179328
1187,0.0010154227179647055
1188,0.3440934343168615
1189,0.25010417994094725
1190,0.030347137000903558
1191,0.09395543270207095
1192,0.0011228235683548493
1193,0.001932753044595621
1194,0.25229226175909397
1195,0.6516417939806728
1196,0.3708579290313444
1197,0.4854953696586823
1198,0.0754232850280741
1199,0.24786760336803695
1200,0.21732170898153794
1201,0.20827002174105233
1202,0.12724532889023607
1203,0.17193098788829095
1204,0.030786675135971067
1205,0.1333386105785194
1206,0.005868709295083966
1207,0.2648818972513399
1208,0.0698726930276115
1209,0.0
1210,0.30016155286264684
1211,0.24635785757250314
1212,0.061374524323631025
1213,0.3513816261046565
1214,0.25310685819959045
1215,0.452121848356169
1216,0.17096455983747966
1217,0.07651878155343417
1218,0.05977846188306169
1219,0.35952782285282525
1220,0.054883359156432526
1221,0.11134885775902803
1222,0.34058935083401065
1223,0.15563284592440033
1224,0.26129333500494395
1225,0.4287681745325041
1226,0.06254375804943985
1227,0.36270596563632407
1228,0.5543399176777842
1229,0.1108763416030952
1230,0.49087756991032444
1231,0.002810041265923619
1232,0.27317845924844036
1233,0.2633362106172507
1234,0.004
1235,0.07516417133586932
1236,0.40210079945351324
1237,0.4702685200145
1238,0.3221462002651238
1239,0.48054198377335133
1240,0.0034493006993006996
1241,0.24011423990189715
1242,0.2088271989620483
1243,0.5170915696033502
1244,0.43817418047109014
1245,0.24071871774518483
1246,0.012259117507374236
1247,0.13556592875994766
1248,0.2032595449482839
1249,0.08793918550209
1250,0.5671501508621112
1251,0.15491636522350793
1252,0.1545143534579845
