,cut,floor,profit,loans,wins,defaults
1169,0.12,0.29,397374.77791192103,33932,206,29
1170,0.12,0.295,326049.7163704168,33932,182,28
1171,0.12,0.3,332408.29353167926,33932,161,22
1172,0.12,0.305,292368.05579602986,33932,146,21
1173,0.12,0.31,269231.30135727325,33932,132,19
1174,0.12,0.315,258494.4173185688,33932,121,17
1175,0.12,0.32,242966.7616099807,33932,116,17
1176,0.12,0.325,229449.4275952252,33932,108,16
1177,0.12,0.33,213619.06048368235,33932,96,14
1178,0.12,0.335,201462.00191839837,33932,92,14
1179,0.12,0.34,192636.6904376332,33932,89,14
1180,0.12,0.34500000000000003,187660.01993088028,33932,87,14
1181,0.12,0.35000000000000003,161811.13204029837,33932,80,14
1182,0.12,0.355,142809.12167233095,33932,75,14
1183,0.12,0.36,150973.9640174496,33932,73,13
1184,0.12,0.365,140184.94263073936,33932,70,13
1185,0.12,0.37,128995.8512246513,33932,67,13
1186,0.12,0.375,127340.47119279628,33932,66,13
1187,0.12,0.38,119782.53215039335,33932,64,13
1188,0.12,0.385,117729.96066517016,33932,63,13
1189,0.12,0.39,130229.96066517019,33932,62,12
1190,0.12,0.395,132729.9606651702,33932,62,12
1191,0.12,0.4,130324.22387848224,33932,61,12
1192,0.12,0.405,132774.22387848224,33932,61,12
1193,0.12,0.41000000000000003,124759.20163121143,33932,59,12
1194,0.12,0.41500000000000004,111292.3110108106,33932,56,12
1195,0.12,0.42,113492.3110108106,33932,56,12
1196,0.12,0.425,115692.3110108106,33932,56,12
1197,0.12,0.43,112300.32396755557,33932,55,12
1198,0.12,0.435,124450.32396755557,33932,54,11
1199,0.12,0.44,115329.6577786206,33932,52,11
1200,0.12,0.445,117379.6577786206,33932,52,11
1201,0.12,0.45,119429.6577786206,33932,52,11
1202,0.12,0.455,115709.87608067185,33932,51,11
1203,0.12,0.46,117709.87608067185,33932,51,11
1204,0.12,0.465,119709.87608067185,33932,51,11
1205,0.12,0.47000000000000003,115701.60957822404,33932,50,11
1206,0.12,0.47500000000000003,112181.05324525153,33932,49,11
1207,0.12,0.48,108011.4648220148,33932,48,11
1208,0.12,0.485,109861.4648220148,33932,48,11
1209,0.12,0.49,105832.97975448388,33932,47,11
1210,0.12,0.495,117632.97975448388,33932,46,10
1211,0.12,0.5,119432.97975448388,33932,46,10
1212,0.13,0.0,-1061141.816272853,36884,24279,1766
1213,0.13,0.005,-211854.12107173965,36884,23072,1716
1214,0.13,0.01,796059.2522040528,36884,21913,1644
1215,0.13,0.015,1528835.1249652712,36884,20780,1584
1216,0.13,0.02,2290864.8180301655,36884,19657,1515
1217,0.13,0.025,2814202.815491409,36884,18524,1455
1218,0.13,0.03,3273610.7319186376,36884,17386,1390
1219,0.13,0.035,3711089.022612883,36884,16254,1316
1220,0.13,0.04,3853239.92565643,36884,15130,1258
1221,0.13,0.045,4139171.0661890474,36884,14072,1187
1222,0.13,0.05,4462853.761856251,36884,12972,1096
1223,0.13,0.055,4500196.193208799,36884,11874,1022
1224,0.13,0.06,4555888.6150895,36884,10873,950
1225,0.13,0.065,4441759.557970334,36884,9979,896
1226,0.13,0.07,4391449.067734847,36884,9195,838
1227,0.13,0.075,4288872.364988538,36884,8476,789
1228,0.13,0.08,4201706.017509845,36884,7828,742
1229,0.13,0.085,4131258.2488313727,36884,7213,691
1230,0.13,0.09,4021942.4931757296,36884,6654,648
1231,0.13,0.095,3876961.1458859453,36884,6117,605
1232,0.13,0.1,3808247.850350291,36884,5608,556
1233,0.13,0.105,3597586.95489759,36884,5105,516
1234,0.13,0.11,3460690.644610009,36884,4641,473
1235,0.13,0.115,3357729.7028807094,36884,4257,436
1236,0.13,0.12,3277085.8195809196,36884,3890,397
1237,0.13,0.125,3102133.4290166236,36884,3549,367
1238,0.13,0.13,2818770.4760672417,36884,3220,346
1239,0.13,0.135,2684792.0790580027,36884,2881,309
1240,0.13,0.14,2531917.563243637,36884,2622,284
1241,0.13,0.145,2382809.2686701734,36884,2383,261
1242,0.13,0.15,2219479.8691254565,36884,2182,245
1243,0.13,0.155,2147021.0059106657,36884,1988,221
1244,0.13,0.16,1901986.3448561581,36884,1815,214
1245,0.13,0.165,1867816.328686627,36884,1650,190
1246,0.13,0.17,1816796.9922272628,36884,1496,169
1247,0.13,0.17500000000000002,1637421.3286174482,36884,1367,162
1248,0.13,0.18,1569916.3277990788,36884,1237,145
1249,0.13,0.185,1496627.324859863,36884,1135,133
1250,0.13,0.19,1450179.4578720871,36884,1043,121
1251,0.13,0.195,1331546.7944390909,36884,962,116
1252,0.13,0.2,1277076.9482209445,36884,905,111
1253,0.13,0.20500000000000002,1272177.7468981647,36884,850,102
1254,0.13,0.21,1176932.1603598436,36884,791,99
1255,0.13,0.215,1133362.6110217285,36884,747,95
1256,0.13,0.22,1075342.3617761005,36884,701,91
1257,0.13,0.225,1019359.0147118096,36884,665,89
1258,0.13,0.23,995628.8486281423,36884,632,85
1259,0.13,0.23500000000000001,933339.7485363703,36884,593,82
1260,0.13,0.24,903583.7126665897,36884,560,78
1261,0.13,0.245,843591.3102133408,36884,527,76
1262,0.13,0.25,856560.1827862018,36884,501,70
1263,0.13,0.255,832983.0954008444,36884,463,63
1264,0.13,0.26,762129.1295200603,36884,432,61
1265,0.13,0.265,675534.7345225356,36884,397,59
1266,0.13,0.27,653781.1235750556,36884,362,52
1267,0.13,0.275,632473.2972577829,36884,335,47
1268,0.13,0.28,576186.6815509505,36884,314,46
1269,0.13,0.28500000000000003,489793.87059033866,36884,275,42
1270,0.13,0.29,468904.16548174445,36884,249,37
1271,0.13,0.295,394940.1313982914,36884,224,36
1272,0.13,0.3,394159.92522336025,36884,201,30
1273,0.13,0.305,351233.37706851255,36884,185,29
1274,0.13,0.31,335095.1546978836,36884,169,26
1275,0.13,0.315,325858.2706591791,36884,158,24
1276,0.13,0.32,307151.5917190835,36884,152,24
1277,0.13,0.325,290359.6297035355,36884,143,23
1278,0.13,0.33,275929.2625919927,36884,131,21
1279,0.13,0.335,270436.82197091595,36884,125,20
1280,0.13,0.34,262961.5104901507,36884,122,20
1281,0.13,0.34500000000000003,259334.8399833979,36884,120,20
1282,0.13,0.35000000000000003,234835.95209281595,36884,113,20
1283,0.13,0.355,212145.962717384,36884,107,20
1284,0.13,0.36,221610.80506250265,36884,105,19
1285,0.13,0.365,202025.90391547853,36884,100,19
1286,0.13,0.37,192036.81250939047,36884,97,19
1287,0.13,0.375,191581.43247753545,36884,96,19
1288,0.13,0.38,185223.49343513252,36884,94,19
1289,0.13,0.385,179032.0237694564,36884,92,19
1290,0.13,0.39,192682.0237694564,36884,91,18
1291,0.13,0.395,196332.0237694564,36884,91,18
1292,0.13,0.4,189619.74466178755,36884,89,18
1293,0.13,0.405,203169.74466178755,36884,88,17
1294,0.13,0.41000000000000003,196254.72241451673,36884,86,17
1295,0.13,0.41500000000000004,183887.83179411592,36884,83,17
1296,0.13,0.42,191604.13072024504,36884,81,16
1297,0.13,0.425,194854.13072024504,36884,81,16
1298,0.13,0.43,186832.93899027724,36884,79,16
1299,0.13,0.435,188472.08857673686,36884,76,15
1300,0.13,0.44,180251.4223878019,36884,74,15
1301,0.13,0.445,183201.4223878019,36884,74,15
1302,0.13,0.45,186151.42238780193,36884,74,15
1303,0.13,0.455,183331.64068985317,36884,73,15
1304,0.13,0.46,186231.64068985317,36884,73,15
1305,0.13,0.465,189131.64068985314,36884,73,15
1306,0.13,0.47000000000000003,179862.48349761195,36884,71,15
1307,0.13,0.47500000000000003,177191.92716463946,36884,70,15
1308,0.13,0.48,173872.3387414027,36884,69,15
1309,0.13,0.485,176572.3387414027,36884,69,15
1310,0.13,0.49,173393.85367387178,36884,68,15
1311,0.13,0.495,186043.8536738718,36884,67,14
1312,0.13,0.5,188693.8536738718,36884,67,14
1313,0.14,0.0,-1430769.4032472665,39057,25682,1987
1314,0.14,0.005,-495079.5908876775,39057,24427,1928
1315,0.14,0.01,533964.6310953208,39057,23225,1853
1316,0.14,0.015,1266446.962849895,39057,22046,1791
1317,0.14,0.02,2098855.216801353,39057,20866,1712
1318,0.14,0.025,2668535.4652345893,39057,19672,1643
1319,0.14,0.03,3180839.0130429496,39057,18479,1569
1320,0.14,0.035,3684281.9419936864,39057,17289,1484
1321,0.14,0.04,3931875.0507604275,39057,16105,1411
1322,0.14,0.045,4248836.59415483,39057,14994,1332
1323,0.14,0.05,4571061.936362121,39057,13851,1237
1324,0.14,0.055,4596789.198556221,39057,12707,1159
1325,0.14,0.06,4661423.132586556,39057,11660,1081
1326,0.14,0.065,4531513.4649218535,39057,10733,1025
1327,0.14,0.07,4466746.586389406,39057,9907,963
1328,0.14,0.075,4390432.319891101,39057,9144,906
1329,0.14,0.08,4303212.341251013,39057,8458,854
1330,0.14,0.085,4286880.937989808,39057,7803,793
1331,0.14,0.09,4196035.340103376,39057,7201,742
1332,0.14,0.095,4025994.353734832,39057,6625,695
1333,0.14,0.1,3964093.1366288117,39057,6081,640
1334,0.14,0.105,3787213.984346845,39057,5545,592
1335,0.14,0.11,3670209.8499538503,39057,5053,543
1336,0.14,0.115,3568468.246534824,39057,4635,500
1337,0.14,0.12,3513805.1150125256,39057,4244,455
1338,0.14,0.125,3285043.8865385856,39057,3874,424
1339,0.14,0.13,3010800.57064359,39057,3521,398
1340,0.14,0.135,2852553.469577626,39057,3165,360
1341,0.14,0.14,2702853.8187112124,39057,2890,332
1342,0.14,0.145,2526634.2214749553,39057,2634,308
1343,0.14,0.15,2358529.7044971343,39057,2411,288
1344,0.14,0.155,2284528.9757359736,39057,2205,262
1345,0.14,0.16,2052392.3890365777,39057,2025,253
1346,0.14,0.165,2008043.3570941363,39057,1846,227
1347,0.14,0.17,1948903.4372135338,39057,1687,206
1348,0.14,0.17500000000000002,1774000.5306014677,39057,1553,198
1349,0.14,0.18,1717270.0240739502,39057,1416,179
1350,0.14,0.185,1637485.8646648389,39057,1310,167
1351,0.14,0.19,1577321.5337347412,39057,1212,155
1352,0.14,0.195,1447934.838990479,39057,1126,150
1353,0.14,0.2,1399311.757534148,39057,1065,144
1354,0.14,0.20500000000000002,1382728.2305242722,39057,1005,135
1355,0.14,0.21,1282589.2266107353,39057,943,132
1356,0.14,0.215,1257540.64599231,39057,895,126
1357,0.14,0.22,1206368.41620471,39057,842,120
1358,0.14,0.225,1145546.2772493185,39057,796,116
1359,0.14,0.23,1121596.8587868693,39057,758,111
1360,0.14,0.23500000000000001,1041052.077748567,39057,713,108
1361,0.14,0.24,1027907.1357612023,39057,662,98
1362,0.14,0.245,943596.2430315986,39057,608,92
1363,0.14,0.25,907295.7071429152,39057,562,84
1364,0.14,0.255,875826.749891353,39057,518,76
1365,0.14,0.26,798636.4426970505,39057,485,74
1366,0.14,0.265,711348.3077134814,39057,446,71
1367,0.14,0.27,665947.0210360637,39057,405,64
1368,0.14,0.275,637622.1163479423,39057,376,59
1369,0.14,0.28,578408.9574445165,39057,354,58
1370,0.14,0.28500000000000003,493416.14648390486,39057,315,54
1371,0.14,0.29,460561.5015825561,39057,286,49
1372,0.14,0.295,387847.4674991031,39057,261,48
1373,0.14,0.3,388317.26132417197,39057,238,42
1374,0.14,0.305,352026.3845718393,39057,220,40
1375,0.14,0.31,332409.6979053729,39057,203,37
1376,0.14,0.315,324322.8138666683,39057,192,35
1377,0.14,0.32,306766.1349265726,39057,186,35
1378,0.14,0.325,281552.2853148853,39057,175,34
1379,0.14,0.33,268171.9182033425,39057,163,32
1380,0.14,0.335,273729.4775822657,39057,156,30
1381,0.14,0.34,262290.04346766195,39057,152,30
1382,0.14,0.34500000000000003,259663.37296090907,39057,150,30
1383,0.14,0.35000000000000003,236164.4850703271,39057,143,30
1384,0.14,0.355,214474.49569489516,39057,137,30
1385,0.14,0.36,224939.3380400138,39057,135,29
1386,0.14,0.365,206354.4368929897,39057,130,29
1387,0.14,0.37,197365.34548690173,39057,127,29
1388,0.14,0.375,197909.96545504665,39057,126,29
1389,0.14,0.38,192552.02641264375,39057,124,29
1390,0.14,0.385,187360.55674696757,39057,122,29
1391,0.14,0.39,212010.55674696757,39057,120,27
1392,0.14,0.395,216660.55674696757,39057,120,27
1393,0.14,0.4,205373.243366191,39057,117,27
1394,0.14,0.405,219873.243366191,39057,116,26
1395,0.14,0.41000000000000003,213908.22111892016,39057,114,26
1396,0.14,0.41500000000000004,212491.33049851938,39057,110,25
1397,0.14,0.42,215356.33143209532,39057,107,24
1398,0.14,0.425,219506.33143209532,39057,107,24
1399,0.14,0.43,206461.56009886396,39057,104,24
1400,0.14,0.435,208950.70968532353,39057,101,23
1401,0.14,0.44,201580.04349638856,39057,99,23
1402,0.14,0.445,199352.99458676064,39057,98,23
1403,0.14,0.45,207025.21863186764,39057,96,22
1404,0.14,0.455,204955.4369339189,39057,95,22
1405,0.14,0.46,208605.43693391889,39057,95,22
1406,0.14,0.465,199875.7037101426,39057,93,22
1407,0.14,0.47000000000000003,184985.49161538473,39057,90,22
1408,0.14,0.47500000000000003,182914.93528241222,39057,89,22
1409,0.14,0.48,180195.34685917545,39057,88,22
1410,0.14,0.485,183495.34685917542,39057,88,22
1411,0.14,0.49,190916.86179164454,39057,86,21
1412,0.14,0.495,204166.86179164457,39057,85,20
1413,0.14,0.5,217416.86179164457,39057,84,19
1414,0.15,0.0,-1492920.3470403415,41203,26962,2178
1415,0.15,0.005,-485561.6433980435,41203,25663,2111
1416,0.15,0.01,664488.3740289819,41203,24407,2022
1417,0.15,0.015,1372148.0284515936,41203,23168,1957
1418,0.15,0.02,2282544.531715818,41203,21935,1867
1419,0.15,0.025,2881564.0249855076,41203,20702,1793
1420,0.15,0.03,3455871.641980912,41203,19458,1709
1421,0.15,0.035,3979590.137848448,41203,18216,1617
1422,0.15,0.04,4228740.728935837,41203,16985,1539
1423,0.15,0.045,4542557.018080973,41203,15838,1457
1424,0.15,0.05,4901293.172622977,41203,14640,1352
1425,0.15,0.055,4918949.611023816,41203,13461,1271
1426,0.15,0.06,5001708.974947855,41203,12381,1188
1427,0.15,0.065,4908614.324019165,41203,11404,1122
1428,0.15,0.07,4872876.347153706,41203,10542,1053
1429,0.15,0.075,4787739.580877165,41203,9744,992
1430,0.15,0.08,4728842.162359001,41203,9029,934
1431,0.15,0.085,4726029.341313573,41203,8350,869
1432,0.15,0.09,4626322.882036538,41203,7721,815
1433,0.15,0.095,4420947.0965728955,41203,7109,765
1434,0.15,0.1,4339341.8857151,41203,6536,707
1435,0.15,0.105,4109087.406149311,41203,5964,657
1436,0.15,0.11,4021306.6135212956,41203,5435,599
1437,0.15,0.115,3900499.240383282,41203,4982,551
1438,0.15,0.12,3821557.752585118,41203,4573,505
1439,0.15,0.125,3607668.474479575,41203,4177,468
1440,0.15,0.13,3311390.0027607568,41203,3808,441
1441,0.15,0.135,3121506.688048145,41203,3429,401
1442,0.15,0.14,2946744.368354113,41203,3138,372
1443,0.15,0.145,2773021.586600066,41203,2867,345
1444,0.15,0.15,2652366.802695936,41203,2631,319
1445,0.15,0.155,2552280.8503056574,41203,2414,293
1446,0.15,0.16,2305845.526806444,41203,2227,284
1447,0.15,0.165,2250139.915050957,41203,2038,257
1448,0.15,0.17,2205728.02042779,41203,1877,235
1449,0.15,0.17500000000000002,2014814.621374397,41203,1736,227
1450,0.15,0.18,1948221.0710884798,41203,1594,208
1451,0.15,0.185,1878792.458504751,41203,1485,195
1452,0.15,0.19,1821704.2750283757,41203,1382,182
1453,0.15,0.195,1691294.1016227393,41203,1290,176
1454,0.15,0.2,1636085.8095543908,41203,1218,168
1455,0.15,0.20500000000000002,1617086.1557293504,41203,1152,158
1456,0.15,0.21,1507918.375455161,41203,1086,155
1457,0.15,0.215,1487400.4132204892,41203,1034,148
1458,0.15,0.22,1432901.4534086545,41203,975,141
1459,0.15,0.225,1361689.658475796,41203,918,135
1460,0.15,0.23,1282303.5495181833,41203,851,126
1461,0.15,0.23500000000000001,1126813.6134777532,41203,776,120
1462,0.15,0.24,1077659.9278745493,41203,712,109
1463,0.15,0.245,995299.0351449455,41203,658,103
1464,0.15,0.25,939992.2965201775,41203,607,95
1465,0.15,0.255,903331.260440059,41203,558,86
1466,0.15,0.26,843361.9665115539,41203,522,82
1467,0.15,0.265,744372.451333004,41203,480,79
1468,0.15,0.27,700271.1646555867,41203,439,72
1469,0.15,0.275,668755.9271663311,41203,409,67
1470,0.15,0.28,610792.7682629053,41203,387,66
1471,0.15,0.28500000000000003,527049.9573022936,41203,348,62
1472,0.15,0.29,490796.5207722829,41203,318,57
1473,0.15,0.295,419282.48668882996,41203,293,56
1474,0.15,0.3,420952.28051389876,41203,270,50
1475,0.15,0.305,376391.4622096793,41203,250,48
1476,0.15,0.31,357874.7755432129,41203,233,45
1477,0.15,0.315,360887.8915045083,41203,221,42
1478,0.15,0.32,354431.2125644127,41203,214,41
1479,0.15,0.325,320495.4704776724,41203,201,40
1480,0.15,0.33,308115.1033661296,41203,189,38
1481,0.15,0.335,314672.66274505283,41203,182,36
1482,0.15,0.34,304233.22863044904,41203,178,36
1483,0.15,0.34500000000000003,302606.5581236962,41203,176,36
1484,0.15,0.35000000000000003,280107.6702331142,41203,169,36
1485,0.15,0.355,259417.68085768228,41203,163,36
1486,0.15,0.36,280882.5232028009,41203,160,34
1487,0.15,0.365,263297.6220557768,41203,155,34
1488,0.15,0.37,244393.94976343945,41203,150,34
1489,0.15,0.375,245838.56973158443,41203,149,34
1490,0.15,0.38,219378.01642703355,41203,143,34
1491,0.15,0.385,219381.17477488585,41203,139,33
1492,0.15,0.39,239104.5385280547,41203,136,31
1493,0.15,0.395,244354.5385280547,41203,136,31
1494,0.15,0.4,233667.22514727808,41203,133,31
1495,0.15,0.405,248767.22514727808,41203,132,30
1496,0.15,0.41000000000000003,243402.2029000073,41203,130,30
1497,0.15,0.41500000000000004,242585.3122796065,41203,126,29
1498,0.15,0.42,246050.31321318238,41203,123,28
1499,0.15,0.425,250800.3132131824,41203,123,28
1500,0.15,0.43,238355.54187995105,41203,120,28
1501,0.15,0.435,241444.69146641064,41203,117,27
1502,0.15,0.44,234674.02527747565,41203,115,27
1503,0.15,0.445,233046.9763678477,41203,114,27
1504,0.15,0.45,241319.2004129547,41203,112,26
1505,0.15,0.455,239849.41871500603,41203,111,26
1506,0.15,0.46,244099.41871500603,41203,111,26
1507,0.15,0.465,235969.68549122976,41203,109,26
1508,0.15,0.47000000000000003,221679.47339647182,41203,106,26
1509,0.15,0.47500000000000003,220208.91706349928,41203,105,26
1510,0.15,0.48,218089.32864026254,41203,104,26
1511,0.15,0.485,221989.32864026254,41203,104,26
1512,0.15,0.49,230010.84357273165,41203,102,25
1513,0.15,0.495,237162.0142342029,41203,100,24
1514,0.15,0.5,250962.01423420297,41203,99,23
1515,0.16,0.0,-1658062.8087758543,43649,28272,2395
1516,0.16,0.005,-658446.0484660972,43649,26896,2321
1517,0.16,0.01,516832.4018522224,43649,25571,2223
1518,0.16,0.015,1305391.9850034858,43649,24282,2147
1519,0.16,0.02,2182356.322388146,43649,22992,2054
1520,0.16,0.025,2767018.1772476467,43649,21708,1976
1521,0.16,0.03,3339472.488782426,43649,20421,1888
1522,0.16,0.035,3837529.6470814785,43649,19127,1792
1523,0.16,0.04,4148658.961708023,43649,17847,1703
1524,0.16,0.045,4520135.756989828,43649,16667,1613
1525,0.16,0.05,4890392.459794515,43649,15433,1503
1526,0.16,0.055,4954332.954482614,43649,14213,1413
1527,0.16,0.06,5052519.585819222,43649,13086,1322
1528,0.16,0.065,4963302.920436517,43649,12079,1252
1529,0.16,0.07,4930953.689453027,43649,11178,1177
1530,0.16,0.075,4843416.676209996,43649,10340,1110
1531,0.16,0.08,4796305.706978287,43649,9582,1044
1532,0.16,0.085,4776500.411254607,43649,8860,973
1533,0.16,0.09,4660274.605648441,43649,8199,915
1534,0.16,0.095,4480920.711504034,43649,7562,859
1535,0.16,0.1,4481957.603527768,43649,6962,790
1536,0.16,0.105,4229666.443091216,43649,6354,735
1537,0.16,0.11,4130019.617597677,43649,5798,673
1538,0.16,0.115,4026632.12945556,43649,5320,619
1539,0.16,0.12,3918655.4820360714,43649,4884,570
1540,0.16,0.125,3671803.2555450997,43649,4469,532
1541,0.16,0.13,3374913.914356863,43649,4092,504
1542,0.16,0.135,3207410.3905017,43649,3700,460
1543,0.16,0.14,3033790.0532103186,43649,3402,430
1544,0.16,0.145,2854084.788237946,43649,3122,402
1545,0.16,0.15,2763443.664104431,43649,2876,372
1546,0.16,0.155,2689153.669593482,43649,2648,342
1547,0.16,0.16,2458294.7042722832,43649,2455,331
1548,0.16,0.165,2379998.370756713,43649,2253,303
1549,0.16,0.17,2319101.153485535,43649,2085,281
1550,0.16,0.17500000000000002,2138228.4346885453,43649,1937,271
1551,0.16,0.18,2072311.3736261807,43649,1793,252
1552,0.16,0.185,2022071.204938241,43649,1676,236
1553,0.16,0.19,1961386.935590084,43649,1570,223
1554,0.16,0.195,1825476.1189952735,43649,1471,216
1555,0.16,0.2,1766523.2634435592,43649,1389,206
1556,0.16,0.20500000000000002,1748808.5569921895,43649,1318,195
1557,0.16,0.21,1632484.5493997573,43649,1245,191
1558,0.16,0.215,1569576.276368678,43649,1160,178
1559,0.16,0.22,1473333.7452530384,43649,1072,166
1560,0.16,0.225,1395211.434276543,43649,995,155
1561,0.16,0.23,1324567.9320089957,43649,926,145
1562,0.16,0.23500000000000001,1183406.5575589219,43649,847,137
1563,0.16,0.24,1125792.113188771,43649,777,125
1564,0.16,0.245,1028796.106942906,43649,719,119
1565,0.16,0.25,981430.1148251857,43649,666,110
1566,0.16,0.255,958172.8819489757,43649,613,99
1567,0.16,0.26,895810.8411461035,43649,576,95
1568,0.16,0.265,798871.3259675535,43649,534,92
1569,0.16,0.27,743121.36841789,43649,490,85
1570,0.16,0.275,718872.925537246,43649,458,79
1571,0.16,0.28,658076.5365550837,43649,435,78
1572,0.16,0.28500000000000003,566776.6056300987,43649,394,74
1573,0.16,0.29,527843.0597318215,43649,360,68
1574,0.16,0.295,457879.0256483684,43649,335,67
1575,0.16,0.3,461098.8194734372,43649,312,61
1576,0.16,0.305,413159.2066823278,43649,291,59
1577,0.16,0.31,386183.846144211,43649,272,56
1578,0.16,0.315,390596.9621055065,43649,260,53
1579,0.16,0.32,390438.41460157215,43649,251,51
1580,0.16,0.325,352814.9373853618,43649,237,50
1581,0.16,0.33,326371.4131300882,43649,222,48
1582,0.16,0.335,344078.9725090114,43649,214,45
1583,0.16,0.34,329497.4536238968,43649,209,45
1584,0.16,0.34500000000000003,333650.4678602728,43649,205,44
1585,0.16,0.35000000000000003,312201.5799696908,43649,198,44
1586,0.16,0.355,287170.4960914332,43649,191,44
1587,0.16,0.36,309635.3384365519,43649,188,42
1588,0.16,0.365,293050.4372895278,43649,183,42
1589,0.16,0.37,279642.7745278363,43649,176,41
1590,0.16,0.375,276515.00006903015,43649,174,41
1591,0.16,0.38,250954.44676447936,43649,168,41
1592,0.16,0.385,246122.2700011744,43649,163,40
1593,0.16,0.39,266695.6337543432,43649,160,38
1594,0.16,0.395,266984.2272899416,43649,159,38
1595,0.16,0.4,251226.59865229388,43649,155,38
1596,0.16,0.405,267076.59865229385,43649,154,37
1597,0.16,0.41000000000000003,262461.57640502305,43649,152,37
1598,0.16,0.41500000000000004,262394.68578462227,43649,148,36
1599,0.16,0.42,266609.68671819824,43649,145,35
1600,0.16,0.425,272109.68671819824,43649,145,35
1601,0.16,0.43,254267.6789473332,43649,141,35
1602,0.16,0.435,258056.8285337928,43649,138,34
1603,0.16,0.44,251986.16234485782,43649,136,34
1604,0.16,0.445,251059.11343522987,43649,135,34
1605,0.16,0.45,253698.77167756,43649,132,33
1606,0.16,0.455,272878.98997961124,43649,129,31
1607,0.16,0.46,277778.98997961124,43649,129,31
1608,0.16,0.465,270299.25675583497,43649,127,31
1609,0.16,0.47000000000000003,256659.0446610771,43649,124,31
1610,0.16,0.47500000000000003,255838.48832810455,43649,123,31
1611,0.16,0.48,247787.74716670456,43649,121,31
1612,0.16,0.485,252287.74716670462,43649,121,31
1613,0.16,0.49,260909.26209917368,43649,119,30
1614,0.16,0.495,268660.432760645,43649,117,29
1615,0.16,0.5,283060.432760645,43649,116,28
1616,0.17,0.0,-2002604.9678758355,46026,29523,2630
1617,0.17,0.005,-962809.6278205306,46026,28088,2547
1618,0.17,0.01,206693.1127863337,46026,26702,2443
1619,0.17,0.015,1042411.3161872417,46026,25368,2359
1620,0.17,0.02,1962876.3092873504,46026,24022,2256
1621,0.17,0.025,2639020.439246846,46026,22700,2167
1622,0.17,0.03,3194919.212170897,46026,21372,2076
1623,0.17,0.035,3733668.4095857823,46026,20026,1970
1624,0.17,0.04,4140796.7531764694,46026,18698,1867
1625,0.17,0.045,4512001.290504549,46026,17478,1772
1626,0.17,0.05,4950545.507002664,46026,16208,1652
1627,0.17,0.055,5010224.726219445,46026,14954,1558
1628,0.17,0.06,5143515.618925531,46026,13795,1460
1629,0.17,0.065,5087272.151166606,46026,12756,1383
1630,0.17,0.07,5064698.4021875085,46026,11820,1302
1631,0.17,0.075,5015865.584500279,46026,10954,1228
1632,0.17,0.08,5026449.618965608,46026,10171,1154
1633,0.17,0.085,5009730.43309354,46026,9419,1078
1634,0.17,0.09,4885245.729455646,46026,8716,1013
1635,0.17,0.095,4700190.385081685,46026,8061,955
1636,0.17,0.1,4725826.535321419,46026,7432,879
1637,0.17,0.105,4466134.009679957,46026,6798,820
1638,0.17,0.11,4413111.73748356,46026,6213,749
1639,0.17,0.115,4308883.897250132,46026,5721,693
1640,0.17,0.12,4183158.4039775617,46026,5266,642
1641,0.17,0.125,3949868.999976897,46026,4834,600
1642,0.17,0.13,3631748.388615526,46026,4438,570
1643,0.17,0.135,3448349.0477760728,46026,4029,524
1644,0.17,0.14,3264134.852510351,46026,3716,492
1645,0.17,0.145,3065907.728804697,46026,3423,463
1646,0.17,0.15,2975908.944311432,46026,3166,431
1647,0.17,0.155,2904340.3629195583,46026,2924,398
1648,0.17,0.16,2668602.406988037,46026,2719,385
1649,0.17,0.165,2612762.028552545,46026,2509,354
1650,0.17,0.17,2557437.944986709,46026,2336,331
1651,0.17,0.17500000000000002,2378038.6120428676,46026,2182,320
1652,0.17,0.18,2327533.2504353677,46026,2025,297
1653,0.17,0.185,2291392.458477512,46026,1902,279
1654,0.17,0.19,2235400.8961890545,46026,1784,263
1655,0.17,0.195,2126490.847070361,46026,1679,253
1656,0.17,0.2,1999429.3061582074,46026,1564,239
1657,0.17,0.20500000000000002,1992395.0699952662,46026,1459,218
1658,0.17,0.21,1792862.8599306105,46026,1350,210
1659,0.17,0.215,1717668.4152206457,46026,1261,197
1660,0.17,0.22,1636318.2877969728,46026,1162,181
1661,0.17,0.225,1562312.731641116,46026,1075,167
1662,0.17,0.23,1456829.2189023,46026,997,157
1663,0.17,0.23500000000000001,1305593.061984474,46026,915,149
1664,0.17,0.24,1250778.6176143235,46026,845,137
1665,0.17,0.245,1147834.9445088096,46026,785,131
1666,0.17,0.25,1114216.9520668671,46026,728,120
1667,0.17,0.255,1079890.7210057755,46026,672,109
1668,0.17,0.26,1010731.4815107442,46026,633,105
1669,0.17,0.265,916141.9663321944,46026,591,102
1670,0.17,0.27,858135.97008528,46026,546,95
1671,0.17,0.275,832054.0514484942,46026,510,88
1672,0.17,0.28,773407.6624663319,46026,487,87
1673,0.17,0.28500000000000003,694257.7315413466,46026,445,82
1674,0.17,0.29,647709.9057928991,46026,409,76
1675,0.17,0.295,574927.3173223252,46026,383,75
1676,0.17,0.3,570197.3831612881,46026,358,69
1677,0.17,0.305,529098.9929861061,46026,335,66
1678,0.17,0.31,498965.0971570749,46026,315,63
1679,0.17,0.315,515178.21311837045,46026,302,59
1680,0.17,0.32,511579.9124711657,46026,292,57
